document_id,document_name,organization,url,document_sha256,file_size_bytes,format,status
"SRC-BSEE-0029","SRC-BSEE-0029.pdf","BSEE","https://www.bsee.gov/safety-alerts/helideck-condition-notifications-and-verification","36168e5446a0ff6e2f59969c86b3d5d0803e34bdbce6e1c18fba4920cc9b2f4e","1489783","PDF","VERIFIED"
"SRC-BSEE-0030","SRC-BSEE-0030.pdf","BSEE","https://www.bsee.gov/safety-alerts/bsee-reminds-offshore-workers-conduct-pre-job-assessment-for-potential-hazards-stay","229e14c252f36ab7e52a548c9c8c443c03bf639be86c71a56719edb006e0e8a7","419720","PDF","VERIFIED"
"SRC-BSEE-0031","SRC-BSEE-0031.pdf","BSEE","https://www.bsee.gov/safety-alerts/flash-fires-during-welding-operations","b90c8000e42253ae71461da81a4f5b1ed24d6b24d7ec18d3eee3c2a526936efd","404042","PDF","VERIFIED"
"SRC-BSEE-0032","SRC-BSEE-0032.pdf","BSEE","https://www.bsee.gov/safety-alerts/recurring-hand-injuries-while-using-alternative-cutting-devices","2ba4c07e3ac1c39572c5e941a5a9ac0ed01ac56293ea4a6af09bb606c0c28502","344235","PDF","VERIFIED"
"SRC-BSEE-0033","SRC-BSEE-0033.pdf","BSEE","https://www.bsee.gov/safety-alerts/heat-advisory","52cc04dd39c4dd5cdf6e5372b90cfed7701993a2d1efe98421d408baf5303807","320306","PDF","VERIFIED"
"SRC-BSEE-0034","SRC-BSEE-0034.pdf","BSEE","https://www.bsee.gov/safety-alerts/hand-tools-pose-risk-to-offshore-personnel","775110bf9377b9b37ba8c3641503e4ff1db08b42bf232e421e978041e6f774ff","189270","PDF","VERIFIED"
"SRC-BSEE-0035","SRC-BSEE-0035.pdf","BSEE","https://www.bsee.gov/safety-alerts/improperly-depressurizing-piping-to-remove-a-hydrate-causes-injury","ee5beaf26c48eea29e7bea6446e07436067647f220179d21590d4316b65f4004","324259","PDF","VERIFIED"
"SRC-BSEE-0036","SRC-BSEE-0036.pdf","BSEE","https://www.bsee.gov/safety-alerts/scam-alert-suspicious-requests-for-payment","f621958e243d6a2fe70856843cc9f5ee20cc35fed29fa15e8449b1e2c3ebffc4","244196","PDF","VERIFIED"
"SRC-BSEE-0037","SRC-BSEE-0037.pdf","BSEE","https://www.bsee.gov/safety-alerts/bsee-risk-based-inspection-identifies-welding-and-burning-hazards","8c5fe021c83a0e8bbc2c55765b1d20a22d17955f962edd7deea5cd3ce4f51a6f","327397","PDF","VERIFIED"
"SRC-BSEE-0038","SRC-BSEE-0038.pdf","BSEE","https://www.bsee.gov/safety-alerts/hazardous-helideck-conditions-results-in-near-miss-incident","c762878d14f305fc45ca22e850bf840bc54e859e75d1cfaa90c859f322853924","502768","PDF","VERIFIED"
"SRC-BSEE-0039","SRC-BSEE-0039.pdf","BSEE","https://www.bsee.gov/safety-alerts/bsee-safety-alert-480-fingerboard-locking-bolt-failure-leads-to-near-miss-incident","32ba3b09bed1ca0232ffb01bbd188bcd2a06c9fbed4d34282f9cd8f88cb24588","462281","PDF","VERIFIED"
"SRC-BSEE-0040","SRC-BSEE-0040.pdf","BSEE","https://www.bsee.gov/safety-alerts/bsee-safety-alert-479-lack-of-adherence-to-helideck-safety-procedures-results-in","f4df52baca27dc27287aa77f46560ad17a0f0ed50ad585a4e770a7c899454ce7","285610","PDF","VERIFIED"
"SRC-BSEE-0041","SRC-BSEE-0041.pdf","BSEE","https://www.bsee.gov/safety-alerts/bsee-safety-alert-478-inadequately-maintained-electrical-connections-and-compromised","0fc2159b009745aa7a7ebc46d3890fa4c06307bcd0f6fb4045abe9777081b627","291537","PDF","VERIFIED"
"SRC-BSEE-0042","SRC-BSEE-0042.pdf","BSEE","https://www.bsee.gov/safety-alerts/bsee-safety-alert-477-hazards-of-working-in-confined-spaces","e4db82f973bc781c1fa82195d46bbfe9762795889f34011260955b5ea4c66ff7","343978","PDF","VERIFIED"
"SRC-BSEE-0043","SRC-BSEE-0043.pdf","BSEE","https://www.bsee.gov/safety-alerts/bsee-safety-alert-476-ei-158-fatality-failure-to-use-safety","c3d75292bbd240fea867c17dd746d2bb130218077f7839d1f9e5a8fa6cd4d917","271958","PDF","VERIFIED"
"SRC-BSEE-0044","SRC-BSEE-0044.pdf","BSEE","https://www.bsee.gov/safety-alerts/bsee-safety-alert-475-flash-fire-from-oxygen-regulator-leads-to-burn-injury","5511737dd3af821ea4ec32782562689c7a204e1155407950c6d02b02a2968d76","416441","PDF","VERIFIED"
"SRC-BSEE-0045","SRC-BSEE-0045.pdf","BSEE","https://www.bsee.gov/safety-alerts/bsee-safety-alert-474-safely-approaching-a-helicopter-on-offshore-helidecks","2b457bccb5be19568f339037b1b7b82be1687b84df1c2aab5a78b3d3782b1664","320297","PDF","VERIFIED"
"SRC-BSEE-0046","SRC-BSEE-0046.pdf","BSEE","https://www.bsee.gov/safety-alerts/bsee-safety-alert-473-carbon-monoxide-exposure-risk-in-offshore-environments","52e2138c80963a4e5707b7f3cfb8197ad45dd698291c866ca5f70445cf0e95a4","302841","PDF","VERIFIED"
"SRC-BSEE-0047","SRC-BSEE-0047.pdf","BSEE","https://www.bsee.gov/safety-alerts/safety-alert-472-tote-tank-drain-nozzles-pose-leak-hazard","cf0832527de98fbb157b935f8026cba3afd920d6ce5b36d06d3cd0d2d0cfc4ef","347452","PDF","VERIFIED"
"SRC-BSEE-0048","SRC-BSEE-0048.pdf","BSEE","https://www.bsee.gov/safety-alerts/safety-alert-471-pipe-bond-failure-on-firefighting-system-investigated-and-repaired","b72c558b34964a27483dee82f49598c331a06ae479f5101c6c7ec606b17bb6e8","1306486","PDF","VERIFIED"
"SRC-BSEE-0049","SRC-BSEE-0049.pdf","BSEE","https://www.bsee.gov/safety-alerts/bsee-safety-alert-470-bypass-of-emergency-shutdown-in-rented-equipment-results-in","6aa511971d5b04360e0052aa02cfcda4fa26fd2d80f04c2fd63d037c292c3d6d","1004069","PDF","VERIFIED"
"SRC-BSEE-0050","SRC-BSEE-0050.pdf","BSEE","https://www.bsee.gov/safety-alerts/bsee-safety-alert-469-bsee-identifies-medical-evacuation-and-emergency-hazards-during","9bafefd1b20bd498b50cdbe795feddd2d656eabce03a69bff9fc7f3bfb303bb6","291096","PDF","VERIFIED"
"SRC-BSEE-0051","SRC-BSEE-0051.pdf","BSEE","https://www.bsee.gov/safety-alerts/bsee-safety-alert-468-red-zone-hazards-pose-increased-risk-to-personnel-during","72ac0ea76f09a0159a4f7cbe5aa82a93bb31e123621378beebf7d74700b57f21","298255","PDF","VERIFIED"
"SRC-BSEE-0052","SRC-BSEE-0052.pdf","BSEE","https://www.bsee.gov/safety-alerts/bsee-safety-alert-467-heat-advisory-heat-related-illnesses-occurring-offshore","052df7857ebd2a46ddf2dd62b5585a26938e2c605da92d932f3ed7acf5bbbc2d","416307","PDF","VERIFIED"
"SRC-BSEE-0053","SRC-BSEE-0053.pdf","BSEE","https://www.bsee.gov/safety-alerts/bsee-safety-alert-466-lack-of-uninterruptible-power-supply","918f84da31f9d918c8e35b2083b38950515dd98e6df39b6909008965b09a9348","185493","PDF","VERIFIED"
"SRC-BSEE-0054","SRC-BSEE-0054.pdf","BSEE","https://www.bsee.gov/safety-alerts/bsee-safety-alert-465-improper-use-high-pressure-hoses-leads-to-injuries","96569b8800f73ef069b0222dec77aec5b22f60feb719b0235b5bc19a2dba4112","363496","PDF","VERIFIED"
"SRC-BSEE-0055","SRC-BSEE-0055.pdf","BSEE","https://www.bsee.gov/safety-alerts/bsee-safety-alert-464-unexpected-h2s-detection-at-offshore-facilities","8115dd5bb064964164cf0b58562cc37bf17809ded7a95e270ba7cf9afa576e0f","368921","PDF","VERIFIED"
"SRC-BSEE-0056","SRC-BSEE-0056.pdf","BSEE","https://www.bsee.gov/safety-alerts/bsee-safety-alert-463-adaptation-and-modification-of-tool-results-in-injury","9de58a24f73ccb8a9ddae1a9169399c80e9d24fecc4ce591ca1994695e29b8f3","348087","PDF","VERIFIED"
"SRC-BSEE-0057","SRC-BSEE-0057.pdf","BSEE","https://www.bsee.gov/safety-alerts/bsee-safety-alert-462-process-explosion-causes-medical-evacuation","3449d1d825a29e2cacb4bd333671c9b73a8a4ac8015906d4fc64dec06a07f1ce","447455","PDF","VERIFIED"
"SRC-BSEE-0058","SRC-BSEE-0058.pdf","BSEE","https://www.bsee.gov/safety-alerts/bsee-safety-alert-461-recent-tagline-entanglements-result-in-several-high-potential","8d95df3913740693381132dabfe311c6b87c0b479dcb80b33c0c34e09f5d3775","367721","PDF","VERIFIED"
"SRC-BSEE-0059","SRC-BSEE-0059.pdf","BSEE","https://www.bsee.gov/safety-alerts/bsee-safety-alert-460-overhaul-ball-crashes-to-deck-resulting-in-high-potential-near","bb3436a44dc9ed746c7ff19dbe16afaf375c47f4d361701b29826bad5f8d7cea","733744","PDF","VERIFIED"
"SRC-BSEE-0060","SRC-BSEE-0060.pdf","BSEE","https://www.bsee.gov/safety-alerts/bsee-safety-alert-459-khamsin-drillship-fatality-update","1baea028c8ace257d2146319a37aea137df8c3f771beb541925283de5824fc92","324398","PDF","VERIFIED"
"SRC-BSEE-0061","SRC-BSEE-0061.pdf","BSEE","https://www.bsee.gov/safety-alerts/bsee-safety-alert-458-investigation-of-subsea-leak-identifies-the-use-of-materials","d818388cf26bb58853dd53aba56674e3360b707bcaa7f7edf20e5343ec00829f","260301","PDF","VERIFIED"
"SRC-BSEE-0062","SRC-BSEE-0062.pdf","BSEE","https://www.bsee.gov/safety-alerts/bsee-safety-alert-457-broken-breaker-bar-injury-with-medical-evaluation-guidance","4b865db8ca53180491e032538946267d3ce69f5527dc62c6737c93ca61c6a3b4","241768","PDF","VERIFIED"
"SRC-BSEE-0063","SRC-BSEE-0063.pdf","BSEE","https://www.bsee.gov/safety-alerts/bsee-safety-alert-456-extreme-caution-advised-during-swing-rope-transfers","6ebcbd9c875b18efd07bf4b39176102508af527a2b3f4771e53c348202bb5473","380274","PDF","VERIFIED"
"SRC-BSEE-0064","SRC-BSEE-0064.pdf","BSEE","https://www.bsee.gov/safety-alerts/bsee-safety-alert-455-person-injured-when-safety-mechanisms-failed","5cdc356a9a177b48ce98863763839af64cdd5f8177cd946a4496350050695dd4","388722","PDF","VERIFIED"
"SRC-BSEE-0065","SRC-BSEE-0065.pdf","BSEE","https://www.bsee.gov/safety-alerts/bsee-safety-alert-454-auxiliary-line-abrading-causes-rope-guard-failure","0127fdd9a2ca2f8f8fff24b2c3ced55994686fb939b3da01ae8af1eb4396b3fc","332676","PDF","VERIFIED"
"SRC-BSEE-0066","SRC-BSEE-0066.pdf","BSEE","https://www.bsee.gov/safety-alerts/bsee-safety-alert-453-fires-during-decommissioning-cause-injuries","859501f637ecaa48da45555445a397317733fe38c991629e849180637b68a818","286165","PDF","VERIFIED"
"SRC-BSEE-0067","SRC-BSEE-0067.pdf","BSEE","https://www.bsee.gov/safety-alerts/bsee-safety-alert-452-ineffective-stinger-hook-pin-installation-high-potential-for","9555abce7627e6d6cfcb5aebb8d415170c8bc121f3a12f52cd001988da1db344","223148","PDF","VERIFIED"
"SRC-BSEE-0068","SRC-BSEE-0068.pdf","BSEE","https://www.bsee.gov/safety-alerts/bsee-safety-alert-451-body-mechanics-lifting-techniques-and-repetitive-motion-lead-to","dddab16b75b5bd4f7c9db3393415f56210001134a7467452778322d4df9e9a92","267937","PDF","VERIFIED"
"SRC-BSEE-0069","SRC-BSEE-0069.pdf","BSEE","https://www.bsee.gov/safety-alerts/bsee-safety-alert-450-unsafe-chemical-use-and-disposal","d0ca7baaa431b2bbacc9a818ac8ecf70bff7a0edc8ce992a58e72cdbcb2003ea","271386","PDF","VERIFIED"
"SRC-BSEE-0070","SRC-BSEE-0070.pdf","BSEE","https://www.bsee.gov/safety-alerts/bsee-safety-alert-449-temporary-equipment-as-a-potential-source-of-ignition-on","d429c5d7f1a18102a415915a35b500d2baaff65fc51ab9fb95e93b9f5b1791a9","305128","PDF","VERIFIED"
"SRC-BSEE-0071","SRC-BSEE-0071.pdf","BSEE","https://www.bsee.gov/safety-alerts/bsee-safety-alert-448-hazards-associated-with-cranes-on-idle-facilities-pose-safety","0e759dc378669139af62ddfc0197c13412b99b64bedae752835626a24f430e19","196750","PDF","VERIFIED"
"SRC-BSEE-0072","SRC-BSEE-0072.pdf","BSEE","https://www.bsee.gov/safety-alerts/bsee-safety-alert-447-poor-preparation-prior-to-hot-work-leads-to-fires","ab1395ac4455d91bd73bab512b74f73e3d5327004e278ff7b3c1792d087f9fe3","296492","PDF","VERIFIED"
"SRC-BSEE-0073","SRC-BSEE-0073.pdf","BSEE","https://www.bsee.gov/safety-alerts/bsee-safety-alert-446-unsafe-working-practices-result-in-crane-injury","ebb34ff763b4e76a06da0f10a36e16226ff19d3190aec2e78fdc13df61f70315","276995","PDF","VERIFIED"
"SRC-BSEE-0074","SRC-BSEE-0074.pdf","BSEE","https://www.bsee.gov/safety-alerts/bsee-safety-alert-445-stored-energy-in-slings-causes-multiple-injuries","e21cb3b7ee77831ecd31ffa2ed1d1314059b7819490a55ecb942ef51e7548bc7","335339","PDF","VERIFIED"
"SRC-BSEE-0075","SRC-BSEE-0075.pdf","BSEE","https://www.bsee.gov/safety-alerts/bsee-safety-alert-442-unsecured-pressurized-hoses-result-in-hand-injuries-442","9d35a781a18070c40a1e4ad25b00dbdd75e73e04d2a7b0901d8459d986a80020","232656","PDF","VERIFIED"
"SRC-BSEE-0076","SRC-BSEE-0076.pdf","BSEE","https://www.bsee.gov/safety-alerts/bsee-safety-alert-441-bsee-and-uscg-identify-delayed-t-time-execution-poor-operational","32a426da417da9b4cafe04d266671569e9badd879cebd61bb169b34ed7b199ca","261447","PDF","VERIFIED"
"SRC-BSEE-0077","SRC-BSEE-0077.pdf","BSEE","https://www.bsee.gov/safety-alerts/bsee-safety-alert-440-reducing-incidents-through-increasing-training-and-supervision","a1dcdd69c4e3c5c0a59f6ff7738ff03871f4a77d187de07e50585385ac1ef531","254958","PDF","VERIFIED"
"SRC-BSEE-0078","SRC-BSEE-0078.pdf","BSEE","https://www.bsee.gov/safety-alerts/bsee-safety-alert-439-toppled-hydraulic-workover-unit-results-in-fatality","053c288f7bebc4e598f08a59775c58e6d51ad57b641dcc99141b9c4326a5c353","511260","PDF","VERIFIED"
"SRC-BSEE-0079","SRC-BSEE-0079.pdf","BSEE","https://www.bsee.gov/safety-alerts/bsee-safety-alert-438-barricades-and-fall-protection-will-help-prevent-injuries-even","844d4788347bd66946ec2e94afa07ee3e07a1442400cae87f3884efcc781fa95","344187","PDF","VERIFIED"
"SRC-BSEE-0080","SRC-BSEE-0080.pdf","BSEE","https://www.bsee.gov/safety-alerts/bsee-safety-alert-437-improper-fan-and-other-equipment-used-in-hazardous-classified","cec4c6c59f89fc99593f0c389f02ee097109c7367e31add7aeca7484fbc0d313","284981","PDF","VERIFIED"
"SRC-BSEE-0081","SRC-BSEE-0081.pdf","BSEE","https://www.bsee.gov/safety-alerts/safety-alert-436-arc-flash-injury-during-generator-hookup","50c92de8b71d9c076bde11d79000ff4332a3e3a665b0788cb573d19c19f2b892","1000343","PDF","VERIFIED"
"SRC-BSEE-0082","SRC-BSEE-0082.pdf","BSEE","https://www.bsee.gov/safety-alerts/bsee-safety-alert-435-breakdowns-in-communication-and-preparation-lead-to-failure-of","50aed0ca2d79be3301e443adaf34b25a443e1a5fcbb203dba1ca63a1213e8081","322347","PDF","VERIFIED"
"SRC-BSEE-0083","SRC-BSEE-0083.pdf","BSEE","https://www.bsee.gov/safety-alerts/bsee-safety-alert-434-check-your-cybersecurity-readiness","a0e63f6d28f08f0d4f208bce62065e65276774636133c73f8f9c47c76b56f952","1001650","PDF","VERIFIED"
"SRC-BSEE-0084","SRC-BSEE-0084.pdf","BSEE","https://www.bsee.gov/safety-alerts/bsee-safety-alert-433-crane-anti-two-block-weight-pulled-into-boom-tip-causing-damages","780fd4c6ee60affdc9e1aa1eab871bbb39d80f199c30b0e8fcf25fd6f85d9137","3366953","PDF","VERIFIED"
"SRC-BSEE-0085","SRC-BSEE-0085.pdf","BSEE","https://www.bsee.gov/safety-alerts/bsee-safety-alert-432-bsee-identifies-maintenance-and-certification-issues-of-rental","5b418291ed8d5de97063fa24f43aee7fc105662c4b6d59877872d05f36d68a5e","140493","PDF","VERIFIED"
"SRC-BSEE-0086","SRC-BSEE-0086.pdf","BSEE","https://www.bsee.gov/safety-alerts/bsee-safety-alert-431-galley-and-living-quarter-fires","414bf9b8d439841d4886c5ceccabdecfb628665a75350e613080960bf904ad66","1296587","PDF","VERIFIED"
"SRC-BSEE-0087","SRC-BSEE-0087.pdf","BSEE","https://www.bsee.gov/safety-alerts/bsee-safety-alert-430-offshore-workers-exposed-to-biological-hazards","3d821b0e7da0a085614257ca958471981e7bb34762dd06ee8c01008e5b5fa190","1760436","PDF","VERIFIED"
"SRC-BSEE-0088","SRC-BSEE-0088.pdf","BSEE","https://www.bsee.gov/safety-alerts/bsee-safety-alert-429-jacking-up-lift-boat-during-crane-operations","4e94a5dd0091278c847e0f2b1b5722741601cc9537ca4d6f0b0cb8a4c6a39b8f","243010","PDF","VERIFIED"
"SRC-BSEE-0089","SRC-BSEE-0089.pdf","BSEE","https://www.bsee.gov/safety-alerts/bsee-safety-alert-428-flexible-intermediate-bulk-container-fibc-parted-straps-result","ae65264edc6bb37d27883023072c441efc3d8a0ad2531b255de6b7b4daccd7f5","735004","PDF","VERIFIED"
"SRC-BSEE-0090","SRC-BSEE-0090.pdf","BSEE","https://www.bsee.gov/safety-alerts/bsee-safety-alert-427-hazards-when-replacing-grating","f247e4296f219000b51e8c4cadabb42316b361da10fc4c05ffdbd48f1b5745fd","1408958","PDF","VERIFIED"
"SRC-BSEE-0091","SRC-BSEE-0091.pdf","BSEE","https://www.bsee.gov/safety-alerts/bsee-safety-alert-426-bsee-identifies-dropped-object-hazards-during-risk-based","0c9321ca0c8d71b8344d1d7656c60f785c731779a485a4a622d0f71a574b2345","152559","PDF","VERIFIED"
"SRC-BSEE-0092","SRC-BSEE-0092.pdf","BSEE","https://www.bsee.gov/safety-alerts/bsee-safety-alert-425-drawworks-parking-brake-failure","d9621cea67119d39fd779ef2f09e1cb0944ee81548f551d5a796abfbf9610ec4","275206","PDF","VERIFIED"
"SRC-BSEE-0093","SRC-BSEE-0093.pdf","BSEE","https://www.bsee.gov/safety-alerts/bsee-safety-alert-424-recent-uptick-in-lifting-injuries-due-to-unrecognized-pinch","98b167a3367111f9175e7c148e8d667d2486fac231355682aa5d1ef2b9e22404","176177","PDF","VERIFIED"
"SRC-BSEE-0094","SRC-BSEE-0094.pdf","BSEE","https://www.bsee.gov/safety-alerts/bsee-safety-alert-423-bsee-inspector-nearly-falls-through-unsecure-grating","019e1e4cf0caa75c47a3a8b2cb339bdbc61465df55a4fa617934385c8b907267","251767","PDF","VERIFIED"
"SRC-BSEE-0095","SRC-BSEE-0095.pdf","BSEE","https://www.bsee.gov/safety-alerts/bsee-safety-alert-422-miscommunication-of-load-weight-leads-to-a-lifting-high","372efc1ac0885490d0aa53cf788cc58cb42bddea350d778b81812d6f283d2b8c","367164","PDF","VERIFIED"
"SRC-BSEE-0096","SRC-BSEE-0096.pdf","BSEE","https://www.bsee.gov/safety-alerts/bsee-safety-alert-421-metal-obstructions-lead-to-hand-injuries","efccf6d95c2a79975c43be44c9c6cc504ecf195119832c09b583cc905179c6f6","423714","PDF","VERIFIED"
"SRC-BSEE-0097","SRC-BSEE-0097.pdf","BSEE","https://www.bsee.gov/safety-alerts/safety-alert-420-employee-injures-hand-in-rotating-equipment","115a0e1547d460c2ee62192c623c68efae155f954132fab99d044863fcae8888","914138","PDF","VERIFIED"
