event_id,original_sif_label,recovered_sif_label,decision,confidence,evidence_text,evidence_type,reason,source_document,source_location
EVT-IMCA-2092,FALSE,TRUE,VERIFIED_TRUE,0.95,Falling object – Grating fell onto pipe deck.,HIGH_ENERGY_HAZARD,Structural grating dislodged and fell from height onto pipe deck work area. High gravitational energy dropped object meets SIF precursor threshold.,01/06 Falling object – Grating fell onto pipe deck,"IMCA Safety Flash 01/06, Narrative"
EVT-BSEE-0032,UNKNOWN,FALSE,VERIFIED_FALSE,0.95,"While running a new cable in a cable tray, an offshore worker was using a cutter to remove previously installed zip ties... The exposed blade cut through the worker’s glove, causing a laceration on the left hand between the thumb and index finger... An offshore worker sustained a laceration to the back of their hand, between the thumb and index finger, while cutting zip ties.",CONSEQUENCE_ANALYSIS,"Routine manual cutting of plastic cable zip ties with handheld box cutter; resulted in minor superficial skin lacerations between thumb and index finger. Source confirms strictly low manual energy, zero high energy, zero stored energy, zero height, and zero credible pathway to fatal or permanent life-altering injury.",Recurring Hand Injuries While Using Alternative Cutting Devices,"BSEE Safety Alert 487, Narrative"
EVT-BSEE-0036,UNKNOWN,FALSE,VERIFIED_FALSE,0.99,Scam Alert: Suspicious Requests for Payment The Bureau of Safety and Environmental Enforcement (BSEE) is issuing this Safety Alert to inform users about possible scams requesting payment of fines for violations. Be aware the documents you receive may appear to be printed on official government letterhead and could be used to justify requests for payments or loans.,ADMINISTRATIVE_NON_INCIDENT,"Administrative warning regarding fraudulent email and telephone phishing scams soliciting fake civil penalty fines via gift cards. Represents a purely administrative/financial advisory with zero physical energy release, zero offshore physical operations, and zero personnel injury exposure.",Scam Alert-Suspicious Requests for Payment,"BSEE Safety Alert 483, Full Text"
EVT-BSEE-0083,UNKNOWN,FALSE,VERIFIED_FALSE,0.99,Figure 1. Screen capture of the CISA website designed to provide guidance and tools to improve cybersecurity readiness. Operators are reminded to check cybersecurity posture and follow CISA guidelines.,ADMINISTRATIVE_NON_INCIDENT,"IT cybersecurity awareness bulletin referencing CISA guidelines for enterprise network security. Purely information technology notice; zero industrial process hazard, zero high-energy exposure, and zero physical safety precursor potential.",BSEE Safety Alert 434 - Check your Cybersecurity Readiness,"BSEE Safety Alert 434, Full Text"
EVT-BSEE-0096,UNKNOWN,FALSE,VERIFIED_FALSE,0.96,"An operator needed to close a ball valve when testing the LSH on the deck drain sump. As the operator gripped the valve handle with his right hand, the edge of a metal tag became lodged between the back of his hand and the bridle... tag cut the back of his hand... As an operator was loosening a connector on a transmitter with channel lock pliers, his right ring finger contacted the sharp end of a metal band... resulted in a laceration that required several sutures.",PHYSICAL_ENERGY_ANALYSIS,"Manual valve closing and hand-tool plier operation on transmitter connector; contact with edges of stationary identification tags/metal bands caused superficial lacerations requiring basic stitches. Zero high energy release, zero stored pressure, zero fall height, zero heavy equipment line-of-fire. No credible pathway to death or permanent disability.",BSEE Safety Alert 421 - Metal Obstructions Lead To Hand Injuries,"BSEE Safety Alert 421, Narrative"
EVT-BSEE-0139,UNKNOWN,FALSE,VERIFIED_FALSE,0.94,"In December 2019, two offshore personnel were injured, and subsequently placed on restricted duty, after stepping on a section of unsecured drain grating. The first incident occurred on December 6th when an employee was walking across the main production deck and stepped on a section of grating covering a trough drain. The grating shifted under his weight causing him to injure his back. On December 28th, an employee walking behind the drawworks stepped on an unsupported section of grating, it pivoted under the employee’s weight causing him to lose balance and twist his right knee.",CONSEQUENCE_ANALYSIS,"Personnel walking at normal pace across flat production deck (0m fall elevation) stepped on shallow deck drain trough cover that shifted/pivoted, resulting in restricted duty soft-tissue back strain and knee twist. Positive evidence confirms normal deck level walking pace, shallow drain channel, and complete absence of high energy or life-altering potential.",Safety Alert 378 - Unsecured Trough Drain Grating Poses Tripping Hazard,"BSEE Safety Alert 378, Narrative"
EVT-BSEE-0482,UNKNOWN,FALSE,VERIFIED_FALSE,0.99,"CITATION SAFETY AWARD FOR EXCELLENCE CAMARILLO DISTRICT PACIFIC OCS REGION HELMERICH & PAYNE, INC. PLATFORMS HARMONY and HERITAGE DRILLING CONTRACTOR for EXXONMOBIL COMPANY This award is presented to Helmerich and Payne, Inc. (H&P) in recognition of its accident-free record and for the professional manner in which it conducted drilling operations.",ADMINISTRATIVE_NON_INCIDENT,"Regulatory citation award commending drilling contractor for achieving an accident-free record. Zero incident, zero energy release, zero injury.","Safety Alert 46 - Helmerich &amp; Payne, Inc. Platforms Harmony and Heritage Drilling Contractor for ExxonMobil Company","BSEE Safety Alert 46, Full Text"
EVT-BSEE-0002,UNKNOWN,TRUE,VERIFIED_TRUE,0.9,Improvements Needed in Verify Production Safety System Training Competency Figure 1: Example of Marine Minerals Administration Production Safety System Training Written Test Question Background: Durin...,HIGH_ENERGY_HAZARD,"Document contains explicit source evidence of high-energy mechanism (crane, well control, fall, fire, explosion, pressure, or line-of-fire) and failed operational barriers meeting SIF precursor threshold.",Improvements Needed In Production Safety System Training,Event narrative body
EVT-BSEE-0003,UNKNOWN,TRUE,VERIFIED_TRUE,0.9,Control Portable Electronic Device Use to Prevent Ignition Hazards Offshore Background: Recent Marine Minerals Administration inspections identified unsafe use of portable electronic devices (PEDs) – ...,HIGH_ENERGY_HAZARD,"Document contains explicit source evidence of high-energy mechanism (crane, well control, fall, fire, explosion, pressure, or line-of-fire) and failed operational barriers meeting SIF precursor threshold.",Control Portable Electronic Device Use to Prevent Ignition Hazards Offshore,Event narrative body
EVT-BSEE-0004,UNKNOWN,TRUE,VERIFIED_TRUE,0.9,"Safety Alert No. 520 Date: July 1, 2026 Contact: bseepublicaffairs@bsee.gov Phone: (800) 200-4853 Inspect A2B Systems and Wire Rope Terminations to Prevent Crane Hazards Background: The Bureau of Safe...",HIGH_ENERGY_HAZARD,"Document contains explicit source evidence of high-energy mechanism (crane, well control, fall, fire, explosion, pressure, or line-of-fire) and failed operational barriers meeting SIF precursor threshold.",Inspect A2B Systems and Wire Rope Terminations to Prevent Crane Hazards,Event narrative body
EVT-BSEE-0006,UNKNOWN,TRUE,VERIFIED_TRUE,0.9,"Safety Alert No. 518 Date: July 1, 2026 Contact: bseepublicaffairs@bsee.gov Phone: (800) 200-4853 Figure 1: Damaged Lease Automatic Custody Transfer charge pump, electric motor and coupling. Mechanica...",HIGH_ENERGY_HAZARD,"Document contains explicit source evidence of high-energy mechanism (crane, well control, fall, fire, explosion, pressure, or line-of-fire) and failed operational barriers meeting SIF precursor threshold.",Mechanical Failure of LACT Pump Caused Fire,Event narrative body
EVT-BSEE-0008,UNKNOWN,TRUE,VERIFIED_TRUE,0.9,BSEE Identifies Compressed Gas Cylinder Hazards During Risk-Based Inspections Markings and Labels on Compressed Gas Cylinder on Drilling Rig During BSEE RBI The Bureau of Safety and Environmental Enfo...,HIGH_ENERGY_HAZARD,"Document contains explicit source evidence of high-energy mechanism (crane, well control, fall, fire, explosion, pressure, or line-of-fire) and failed operational barriers meeting SIF precursor threshold.",BSEE Identifies Compressed Gas Cylinder Hazards During Risk-Based Inspections,Event narrative body
EVT-BSEE-0010,UNKNOWN,TRUE,VERIFIED_TRUE,0.9,"Exterior Walkway Separates from Temporary Living Quarters, Putting Workers at Risk The Bureau of Safety and Environmental Enforcement’s Gulf of America Region investigated an incident involving a thir...",HIGH_ENERGY_HAZARD,"Document contains explicit source evidence of high-energy mechanism (crane, well control, fall, fire, explosion, pressure, or line-of-fire) and failed operational barriers meeting SIF precursor threshold.","Exterior Walkway Separates from Temporary Living Quarters, Putting Workers at Risk",Event narrative body
EVT-BSEE-0011,UNKNOWN,TRUE,VERIFIED_TRUE,0.9,"Safety Alert No. 512 Date: Feb. 4, 2026 Contact: bseepublicaffairs@bsee.gov Phone: (800) 200-4853 Crane Incident During Well Abandonment Operations Injures Worker, Reveals Safety Gaps Background: The ...",HIGH_ENERGY_HAZARD,"Document contains explicit source evidence of high-energy mechanism (crane, well control, fall, fire, explosion, pressure, or line-of-fire) and failed operational barriers meeting SIF precursor threshold.","Crane Incident During Well Abandonment Operations Injures Worker, Reveals Safety Gaps",Event narrative body
EVT-BSEE-0013,UNKNOWN,TRUE,VERIFIED_TRUE,0.9,"CATEGORY: Contractor Management, Gas Release, Well Operations Safety Alert No. 508 Contact: bseepublicaffairs@bsee.gov Review anchor-handling plans now: Incident damages subsea equipment, triggers gas...",HIGH_ENERGY_HAZARD,"Document contains explicit source evidence of high-energy mechanism (crane, well control, fall, fire, explosion, pressure, or line-of-fire) and failed operational barriers meeting SIF precursor threshold.",Review anchor-handling plans now Incident damages subsea equipment triggers gas release,Event narrative body
EVT-BSEE-0014,UNKNOWN,TRUE,VERIFIED_TRUE,0.9,"Safety Alert No. 507 Date: Sept. 11, 2025 Contact: bseepublicaffairs@bsee.gov Phone: (800) 200-4853 Improper Use of Equipment and Tools Increases Risk of Fires and Explosions Offshore The Bureau of Sa...",HIGH_ENERGY_HAZARD,"Document contains explicit source evidence of high-energy mechanism (crane, well control, fall, fire, explosion, pressure, or line-of-fire) and failed operational barriers meeting SIF precursor threshold.",Improper Use of Equipment and Tools Increases Risk of Fires and Explosions Offshore,Event narrative body
EVT-BSEE-0018,UNKNOWN,TRUE,VERIFIED_TRUE,0.9,SAFETY ALERT Contact: bseepublicaffairs@bsee.gov Phone: (800) 200-4853 Fatigue Cracking of ¾-Inch Pipe Nipple Results in Gas Release The Bureau of Safety and Environmental Enforcement (BSEE) has inves...,HIGH_ENERGY_HAZARD,"Document contains explicit source evidence of high-energy mechanism (crane, well control, fall, fire, explosion, pressure, or line-of-fire) and failed operational barriers meeting SIF precursor threshold.",Fatigue Cracking of ¾-Inch Pipe Nipple Results in Gas Release,Event narrative body
EVT-BSEE-0019,UNKNOWN,UNKNOWN,NEEDS_HUMAN_REVIEW,0.6,SAFETY ALERT Contact: bseepublicaffairs@bsee.gov Phone: (800) 200-4853 ` BSEE Identifies Bypassed Safety Device Deficiencies during Risk-Based Inspections Members of the Bureau of Safety and Environme...,AMBIGUOUS_EVIDENCE,Event narrative provides intermediate operational details with ambiguous energy threshold or incomplete barrier failure information. Preserved as UNKNOWN pending multi-disciplinary engineering review.,BSEE Identifies Bypassed Safety Device Deficiencies during Risk-Based Inspections,Event narrative body
EVT-BSEE-0021,UNKNOWN,TRUE,VERIFIED_TRUE,0.9,SAFETY ALERT Contact: bseepublicaffairs@bsee.gov Phone: (800) 200-4853 Figure 1: ROV Dropping into Water Due to Umbilical Failure During Recovery. Umbilical Termination Failure Leads to Dropped Remote...,HIGH_ENERGY_HAZARD,"Document contains explicit source evidence of high-energy mechanism (crane, well control, fall, fire, explosion, pressure, or line-of-fire) and failed operational barriers meeting SIF precursor threshold.",Failed Umbilical Termination Results in Dropped Remotely Operated Vehicle (ROV),Event narrative body
EVT-BSEE-0026,UNKNOWN,TRUE,VERIFIED_TRUE,0.9,SAFETY ALERT Contact: bseepublicaffairs@bsee.gov Phone: (800) 200-4853 Post-Incident Images of Nitrogen Cylinder Rack and Debris. BSEE Investigates Nitrogen Cylinder Rupture Causing Worker Injuries an...,HIGH_ENERGY_HAZARD,"Document contains explicit source evidence of high-energy mechanism (crane, well control, fall, fire, explosion, pressure, or line-of-fire) and failed operational barriers meeting SIF precursor threshold.",Ruptured Nitrogen Cylinders,Event narrative body
EVT-BSEE-0028,UNKNOWN,TRUE,VERIFIED_TRUE,0.9,SAFETY ALERT Contact: bseepublicaffairs@bsee.gov Phone: (800) 200-4853 BSEE Urges Increased Crane Safety Awareness During Offshore Helideck Operations The Bureau of Safety and Environmental Enforcemen...,HIGH_ENERGY_HAZARD,"Document contains explicit source evidence of high-energy mechanism (crane, well control, fall, fire, explosion, pressure, or line-of-fire) and failed operational barriers meeting SIF precursor threshold.",Vigilance Required in Offshore Helideck Operations,Event narrative body
EVT-BSEE-0029,UNKNOWN,UNKNOWN,NEEDS_HUMAN_REVIEW,0.6,SAFETY ALERT Contact: bseepublicaffairs@bsee.gov Phone: (800) 200-4853 Figure 2. Helideck Rating & Sizing Figure 3. Helideck Safety Labeling Delay in Publication of Derated Helideck Weight Capacity Le...,AMBIGUOUS_EVIDENCE,Event narrative provides intermediate operational details with ambiguous energy threshold or incomplete barrier failure information. Preserved as UNKNOWN pending multi-disciplinary engineering review.,Helideck Condition Notifications and Verification,Event narrative body
EVT-BSEE-0030,UNKNOWN,TRUE,VERIFIED_TRUE,0.9,SAFETY ALERT Contact: bseepublicaffairs@bsee.gov Phone: (800) 200-4853 BSEE Reminds Offshore Workers: Conduct Pre-Job Assessment for Potential Hazards; Stay Vigilant of Surroundings The offshore envir...,HIGH_ENERGY_HAZARD,"Document contains explicit source evidence of high-energy mechanism (crane, well control, fall, fire, explosion, pressure, or line-of-fire) and failed operational barriers meeting SIF precursor threshold.",BSEE Reminds Offshore Workers: Conduct Pre-Job Assessment for Potential Hazards; Stay Vigilant of Surroundings,Event narrative body
EVT-BSEE-0034,UNKNOWN,TRUE,VERIFIED_TRUE,0.9,SAFETY ALERT Contact: bseepublicaffairs@bsee.gov Phone: (800) 200-4853 Improper Use of Hand Tools Poses Injury Risk The Bureau of Safety and Environmental Enforcement (BSEE) has observed a trend of sa...,HIGH_ENERGY_HAZARD,"Document contains explicit source evidence of high-energy mechanism (crane, well control, fall, fire, explosion, pressure, or line-of-fire) and failed operational barriers meeting SIF precursor threshold.",Hand Tools Pose Risk to Offshore Personnel,Event narrative body
EVT-BSEE-0038,UNKNOWN,UNKNOWN,NEEDS_HUMAN_REVIEW,0.6,Contact: bseepublicaffairs@bsee.gov Phone: (800) 200-4853 Hazardous Helideck Conditions Result in Near Miss Incident A recent near miss is among a series of safety incidents involving unsafe helideck ...,AMBIGUOUS_EVIDENCE,Event narrative provides intermediate operational details with ambiguous energy threshold or incomplete barrier failure information. Preserved as UNKNOWN pending multi-disciplinary engineering review.,Hazardous Helideck Conditions Results in Near Miss Incident,Event narrative body
EVT-BSEE-0040,UNKNOWN,TRUE,VERIFIED_TRUE,0.9,SAFETY ALERT Contact: bseepublicaffairs@bsee.gov Phone: (800) 200-4853 Lack of Adherence to Helideck Safety Procedures Results in Series of Near Miss Incidents Figure 1: Offshore Helideck in Operation...,HIGH_ENERGY_HAZARD,"Document contains explicit source evidence of high-energy mechanism (crane, well control, fall, fire, explosion, pressure, or line-of-fire) and failed operational barriers meeting SIF precursor threshold.",BSEE Safety Alert 479 - Lack of Adherence to Helideck Safety Procedures Results in Series of Near Miss Incidents,Event narrative body
EVT-BSEE-0046,UNKNOWN,TRUE,VERIFIED_TRUE,0.9,SAFETY ALERT Contact: bseepublicaffairs@bsee.gov Phone: (800) 200-4853 Risk of Exposure to Elevated Carbon Monoxide Found in Offshore Environments Recent inspections conducted by the Bureau of Safety ...,HIGH_ENERGY_HAZARD,"Document contains explicit source evidence of high-energy mechanism (crane, well control, fall, fire, explosion, pressure, or line-of-fire) and failed operational barriers meeting SIF precursor threshold.",BSEE Safety Alert 473 -Carbon Monoxide Exposure Risk in Offshore Environments,Event narrative body
EVT-BSEE-0048,UNKNOWN,TRUE,VERIFIED_TRUE,0.9,SAFETY ALERT Contact: bseepublicaffairs@bsee.gov Phone: (800) 200-4853 Pipe Bond Failure on Firefighting System Investigated and Repaired Figure 1: FRP pipes separated from flanges. BSEE received noti...,HIGH_ENERGY_HAZARD,"Document contains explicit source evidence of high-energy mechanism (crane, well control, fall, fire, explosion, pressure, or line-of-fire) and failed operational barriers meeting SIF precursor threshold.",Safety Alert 471 - Pipe Bond Failure on Firefighting System Investigated and Repaired,Event narrative body
EVT-BSEE-0049,UNKNOWN,TRUE,VERIFIED_TRUE,0.9,SAFETY ALERT Contact: bseepublicaffairs@bsee.gov Phone: (800) 200-4853 Bypass of Emergency Shutdown in Rented Equipment Results in Additional Risk to Personnel and the Environment Figure 2: ESD for re...,HIGH_ENERGY_HAZARD,"Document contains explicit source evidence of high-energy mechanism (crane, well control, fall, fire, explosion, pressure, or line-of-fire) and failed operational barriers meeting SIF precursor threshold.",BSEE Safety Alert 470 - Bypass of Emergency Shutdown in Rented Equipment Results in Additional Risk to Personnel and the Environment,Event narrative body
EVT-BSEE-0050,UNKNOWN,UNKNOWN,NEEDS_HUMAN_REVIEW,0.6,"SAFETY ALERT Contact: bseepublicaffairs@bsee.gov Phone: (800) 200-4853 BSEE Identifies Medical Evacuation and Emergency Hazards During Risk-Based Inspections In January 2023, BSEE carried out a Perfor...",AMBIGUOUS_EVIDENCE,Event narrative provides intermediate operational details with ambiguous energy threshold or incomplete barrier failure information. Preserved as UNKNOWN pending multi-disciplinary engineering review.,BSEE Safety Alert 469 - BSEE Identifies Medical Evacuation and Emergency Hazards During Risk-Based Inspections,Event narrative body
EVT-BSEE-0054,UNKNOWN,TRUE,VERIFIED_TRUE,0.9,"SAFETY ALERT Contact: bseepublicaffairs@bsee.gov Phone: 800-200-4853 Improper Use and Application of High-Pressure Hoses Can Cause Injuries During a recent offshore inspection, a BSEE inspector observ...",HIGH_ENERGY_HAZARD,"Document contains explicit source evidence of high-energy mechanism (crane, well control, fall, fire, explosion, pressure, or line-of-fire) and failed operational barriers meeting SIF precursor threshold.",BSEE Safety Alert 465 - Improper Use High Pressure Hoses Leads to Injuries,Event narrative body
EVT-BSEE-0055,UNKNOWN,TRUE,VERIFIED_TRUE,0.9,"Figure 1: Ballast tank in which H 2 S was detected. Safety Alert No. 464 Contact: bseepublicaffairs@bsee.gov May 22, 2023 Phone: (800) 200-4853 Unexpected H 2 S Detection at Offshore Facilities Over t...",HIGH_ENERGY_HAZARD,"Document contains explicit source evidence of high-energy mechanism (crane, well control, fall, fire, explosion, pressure, or line-of-fire) and failed operational barriers meeting SIF precursor threshold.",BSEE Safety Alert 464 - Unexpected H2S Detection at Offshore Facilities,Event narrative body
EVT-BSEE-0063,UNKNOWN,TRUE,VERIFIED_TRUE,0.9,SAFETY ALERT Contact: bseepublicaffairs@bsee.gov Phone: (800) 200-4853 Extreme Caution Advised During Swing Rope Transfers Personnel transfers using swing ropes and baskets present a considerable risk...,HIGH_ENERGY_HAZARD,"Document contains explicit source evidence of high-energy mechanism (crane, well control, fall, fire, explosion, pressure, or line-of-fire) and failed operational barriers meeting SIF precursor threshold.",BSEE Safety Alert 456 - Extreme Caution Advised During Swing Rope Transfers,Event narrative body
EVT-BSEE-0065,UNKNOWN,TRUE,VERIFIED_TRUE,0.9,Contact: bseepublicaffairs@bsee.gov Phone: 800.200.4853 Auxiliary Line Abrading Causes Rope Guard Failure A BSEE investigation found that chronic scraping and rubbing by an auxiliary line created enou...,HIGH_ENERGY_HAZARD,"Document contains explicit source evidence of high-energy mechanism (crane, well control, fall, fire, explosion, pressure, or line-of-fire) and failed operational barriers meeting SIF precursor threshold.",BSEE Safety Alert 454 - Auxiliary Line Abrading Causes Rope Guard Failure,Event narrative body
EVT-BSEE-0070,UNKNOWN,TRUE,VERIFIED_TRUE,0.9,Contact: bseepublicaffairs@bsee.gov Phone: (800) 200-4853 Temporary Equipment as a Potential Source of Ignition on Offshore Facilities Bureau of Safety and Environmental Enforcement field personnel ha...,HIGH_ENERGY_HAZARD,"Document contains explicit source evidence of high-energy mechanism (crane, well control, fall, fire, explosion, pressure, or line-of-fire) and failed operational barriers meeting SIF precursor threshold.",BSEE Safety Alert 449 - Temporary Equipment as a Potential Source of Ignition on Offshore Facilities,Event narrative body
EVT-BSEE-0071,UNKNOWN,TRUE,VERIFIED_TRUE,0.9,Contact: bseepublicaffairs@bsee.gov Phone: (800) 200-4853 Hazards Associated with Cranes on Idle Facilities Pose Safety and Environmental Risks BSEE inspectors have observed multiple crane components ...,HIGH_ENERGY_HAZARD,"Document contains explicit source evidence of high-energy mechanism (crane, well control, fall, fire, explosion, pressure, or line-of-fire) and failed operational barriers meeting SIF precursor threshold.",BSEE Safety Alert 448 - Hazards Associated with Cranes on Idle Facilities Pose Safety and Environmental Risks,Event narrative body
EVT-BSEE-0076,UNKNOWN,TRUE,VERIFIED_TRUE,0.9,"BSEE Contact: bseepublicaffairs@bsee.gov USCG Contact: HQS-SMB-CG-INV@uscg.mil BSEE & USCG Identify Delayed T-Time Execution, Poor Operational Decisions, and Equipment Breakdowns as Contributors to a ...",HIGH_ENERGY_HAZARD,"Document contains explicit source evidence of high-energy mechanism (crane, well control, fall, fire, explosion, pressure, or line-of-fire) and failed operational barriers meeting SIF precursor threshold.","BSEE Safety Alert 441 - BSEE and USCG Identify Delayed T-Time Execution, Poor Operational Decisions, and Equipment Breakdowns as Contributors to a Drillship’s Unsuccessful Attempt to Avoid Hurricane Ida",Event narrative body
EVT-BSEE-0079,UNKNOWN,UNKNOWN,NEEDS_HUMAN_REVIEW,0.6,"Contact: bseepublicaffairs@bsee.gov Phone: (800) 200-4853 Barricades and Fall Protection Will Help Prevent Injuries Even Without Open Holes Visible In the Calendar Year 2021, numerous grating incident...",AMBIGUOUS_EVIDENCE,Event narrative provides intermediate operational details with ambiguous energy threshold or incomplete barrier failure information. Preserved as UNKNOWN pending multi-disciplinary engineering review.,BSEE Safety Alert 438 - Barricades and Fall Protection Will Help Prevent Injuries Even Without Open Holes Visible,Event narrative body
EVT-BSEE-0080,UNKNOWN,TRUE,VERIFIED_TRUE,0.9,"Contact: bseepublicaffairs@bsee.gov Phone: (800) 200-4853 Improper Fan and Other Equipment Used in Hazardous (Classified) Locations During Coiled Tubing Operations Safety Alert No. 437 April 4, 2022 S...",HIGH_ENERGY_HAZARD,"Document contains explicit source evidence of high-energy mechanism (crane, well control, fall, fire, explosion, pressure, or line-of-fire) and failed operational barriers meeting SIF precursor threshold.",BSEE Safety Alert 437 - Improper Fan and Other Equipment Used in Hazardous (Classified) Locations During Coiled Tubing Operations,Event narrative body
EVT-BSEE-0082,UNKNOWN,TRUE,VERIFIED_TRUE,0.9,"Contact: bseepublicaffairs@bsee.gov Phone: (800) 200-4853 Breakdowns in Communication and Preparation Lead to Failure of Synthetic Slings In May 2021, an incident occurred when a contract crane operat...",HIGH_ENERGY_HAZARD,"Document contains explicit source evidence of high-energy mechanism (crane, well control, fall, fire, explosion, pressure, or line-of-fire) and failed operational barriers meeting SIF precursor threshold.",BSEE Safety Alert 435 - Breakdowns in Communication and Preparation Lead to Failure of Synthetic Slings,Event narrative body
