event_id,barrier_id,barrier_type,barrier_state,evidence_text,evidence_status,evidence_start,evidence_end,grounding_type,quality_flag
EVT-BSEE-0021,BAR-PTW-02,PROCEDURAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0022,BAR-ISO-01,ENGINEERED,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0022,BAR-PTW-02,PROCEDURAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0022,BAR-INST-04,ENGINEERED,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0023,BAR-FALL-03,PHYSICAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0023,BAR-LIFT-05,PHYSICAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0025,BAR-PTW-02,PROCEDURAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0026,BAR-PTW-02,PROCEDURAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0027,BAR-PTW-02,PROCEDURAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0027,BAR-FALL-03,PHYSICAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0027,BAR-LIFT-05,PHYSICAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0028,BAR-PTW-02,PROCEDURAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0029,BAR-PTW-02,PROCEDURAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0030,BAR-PTW-02,PROCEDURAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0030,BAR-FALL-03,PHYSICAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0030,BAR-LIFT-05,PHYSICAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0031,BAR-PTW-02,PROCEDURAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0034,BAR-ISO-01,ENGINEERED,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0034,BAR-PTW-02,PROCEDURAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0034,BAR-INST-04,ENGINEERED,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0035,BAR-ISO-01,ENGINEERED,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0035,BAR-PTW-02,PROCEDURAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0035,BAR-INST-04,ENGINEERED,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0037,BAR-ISO-01,ENGINEERED,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0037,BAR-PTW-02,PROCEDURAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0037,BAR-INST-04,ENGINEERED,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0038,BAR-PTW-02,PROCEDURAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0040,BAR-PTW-02,PROCEDURAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0040,BAR-FALL-03,PHYSICAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0040,BAR-LIFT-05,PHYSICAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0041,BAR-ISO-01,ENGINEERED,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0041,BAR-PTW-02,PROCEDURAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0041,BAR-INST-04,ENGINEERED,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0042,BAR-PTW-02,PROCEDURAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0043,BAR-ISO-01,ENGINEERED,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0043,BAR-PTW-02,PROCEDURAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0043,BAR-FALL-03,PHYSICAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0043,BAR-INST-04,ENGINEERED,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0043,BAR-LIFT-05,PHYSICAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0045,BAR-PTW-02,PROCEDURAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0045,BAR-FALL-03,PHYSICAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0045,BAR-LIFT-05,PHYSICAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0046,BAR-ISO-01,ENGINEERED,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0046,BAR-PTW-02,PROCEDURAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0046,BAR-INST-04,ENGINEERED,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0047,BAR-ISO-01,ENGINEERED,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0047,BAR-INST-04,ENGINEERED,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0048,BAR-ISO-01,ENGINEERED,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0048,BAR-INST-04,ENGINEERED,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0049,BAR-ISO-01,ENGINEERED,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0049,BAR-PTW-02,PROCEDURAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0049,BAR-INST-04,ENGINEERED,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0050,BAR-PTW-02,PROCEDURAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0051,BAR-FALL-03,PHYSICAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0051,BAR-LIFT-05,PHYSICAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0053,BAR-PTW-02,PROCEDURAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0053,BAR-INST-04,ENGINEERED,FAILED,failed to trip,SUPPORTED,3901,3915,EXPLICIT_SOURCE_TEXT,VERIFIED
EVT-BSEE-0054,BAR-ISO-01,ENGINEERED,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0054,BAR-PTW-02,PROCEDURAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0054,BAR-INST-04,ENGINEERED,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0055,BAR-ISO-01,ENGINEERED,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0055,BAR-PTW-02,PROCEDURAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0055,BAR-INST-04,ENGINEERED,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0056,BAR-PTW-02,PROCEDURAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0057,BAR-ISO-01,ENGINEERED,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0057,BAR-PTW-02,PROCEDURAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0057,BAR-FALL-03,PHYSICAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0057,BAR-INST-04,ENGINEERED,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0057,BAR-LIFT-05,PHYSICAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0058,BAR-FALL-03,PHYSICAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0058,BAR-LIFT-05,PHYSICAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0059,BAR-PTW-02,PROCEDURAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0061,BAR-PTW-02,PROCEDURAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0065,BAR-PTW-02,PROCEDURAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0066,BAR-ISO-01,ENGINEERED,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0066,BAR-PTW-02,PROCEDURAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0066,BAR-INST-04,ENGINEERED,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0068,BAR-PTW-02,PROCEDURAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0069,BAR-PTW-02,PROCEDURAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0070,BAR-ISO-01,ENGINEERED,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0070,BAR-PTW-02,PROCEDURAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0070,BAR-INST-04,ENGINEERED,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0071,BAR-FALL-03,PHYSICAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0071,BAR-LIFT-05,PHYSICAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0072,BAR-ISO-01,ENGINEERED,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0072,BAR-PTW-02,PROCEDURAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0072,BAR-INST-04,ENGINEERED,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0073,BAR-PTW-02,PROCEDURAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0074,BAR-PTW-02,PROCEDURAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0074,BAR-FALL-03,PHYSICAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0074,BAR-LIFT-05,PHYSICAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0075,BAR-PTW-02,PROCEDURAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0076,BAR-PTW-02,PROCEDURAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0078,BAR-PTW-02,PROCEDURAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0078,BAR-FALL-03,PHYSICAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0078,BAR-LIFT-05,PHYSICAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0079,BAR-PTW-02,PROCEDURAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0079,BAR-FALL-03,PHYSICAL,DEGRADED,escriptions of sampled events for background: Incident #1: A construction contractor fell into the water while replacing corroded grating on the plus 10 deck,SUPPORTED,680,837,EXPLICIT_SOURCE_TEXT,VERIFIED
EVT-BSEE-0079,BAR-LIFT-05,PHYSICAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0081,BAR-ISO-01,ENGINEERED,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0081,BAR-PTW-02,PROCEDURAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0081,BAR-INST-04,ENGINEERED,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0082,BAR-PTW-02,PROCEDURAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0082,BAR-FALL-03,PHYSICAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0082,BAR-LIFT-05,PHYSICAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0084,BAR-PTW-02,PROCEDURAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0085,BAR-PTW-02,PROCEDURAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0088,BAR-PTW-02,PROCEDURAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0088,BAR-FALL-03,PHYSICAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0088,BAR-LIFT-05,PHYSICAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0089,BAR-PTW-02,PROCEDURAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0090,BAR-PTW-02,PROCEDURAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0091,BAR-PTW-02,PROCEDURAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0091,BAR-FALL-03,PHYSICAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0091,BAR-LIFT-05,PHYSICAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0093,BAR-FALL-03,PHYSICAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0093,BAR-LIFT-05,PHYSICAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0094,BAR-ISO-01,ENGINEERED,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0094,BAR-FALL-03,PHYSICAL,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
EVT-BSEE-0094,BAR-INST-04,ENGINEERED,UNKNOWN,NONE (Generic boilerplate removed),UNSUPPORTED,-1,-1,UNGROUNDED,DOWNGRADED_GENERIC
